Product #,Product Name,Quantity
3328713,"DRESSING, 1000 ISLAND SHELF STABLE PLASTIC JAR TRADITIONAL",1
8329062,"DRESSING, FRENCH ORANGE TFF PLASTIC JAR SHELF STABLE",3
3213469,"DRESSING, HONEY MUSTARD SWEET REF PLASTIC JAR",0.5
1328608,"DRESSING, COLESLAW CREAMY SHELF STABLE PLASTIC JAR",2.5
5328406,"DRESSING, RANCH BUTTERMILK REF PLASTIC JAR HOMESTYLE",5
8025207,"CHICKEN, GIZZARD BONELESS RAW FROZEN",4
8366296,"SURIMI, IMITATION CRABMEAT CHUNK and FLAKE COOKED FROZEN VALUE MSC DOMESTIC",-
3138880,"SAUSAGE, CHORIZO PORK GROUND RAW FROZEN",2
1017127,"HAM, BONELESS BUFFET NATURAL-JUICE HARDWOOD SMOKED COOKED REF BAG 3-DIAMOND",0
616400,"ROLL, HOAGIE WHITE 3.5 OZ 8 SLICED COOKED BAKED FROZEN BAG HEARTH SUBMARIN",4
207498,"BREAD, WHEAT BERRY 17 SLICED 11/16 LOAF FROZEN",8
2633394,"BREAD, RYE MARBLE 17 SLICED 5/8 LOAF BAKED FROZEN",8
4320487,"CHILI, BEEF NO BEAN RTU TUB FROZEN",6
5602354,"APPETIZER, CHEESE MOZZARELLA BREADED ITALIAN STICK 3.25 TFF RAW FROZEN BAG",8
4182234,"APPETIZER, POTATO PEPPER CHEDDAR BREADED FROZEN SOUTHWESTERN MUNCHER",8
3041423,"CORN DOG, ALL-MEAT FROZEN",0.75
4328910,"HOT DOG, ALL-BEEF 5:1 6 ROLLER GRILL COOKED FROZEN",0.5
2725042,"CHICKEN, WING 1ST-and-2ND-JOINT MEDIUM RAW CVP REF UNFLAVORED",8
2720977,"CHICKEN, BREAST DOUBLE-LOBE RANDOM BONELESS SKINLESS RAW REF CVP JUMBO",1
2725661,"Chicken, Breast Double-lobe 6 Oz Boneless Skinless Ref Cvp",2
5314208,"BEEF, CUTLET SELECT RAW FROZEN",1
3408822,"BEEF, RIBEYE 112A 2X2 LIP-ON RAW REF VACUUM-PACK",0
4558003,"BEEF, PHILLY FLAT RAW 4 OZ FROZEN BAG SLICED SOLUTION ADDED MODERATELY",0
2571705,"BEEF, CHUCK SHOULDER CLOD CHOICE ANGUS 114 BONELESS RAW REF",0
6740178,"SHRIMP, 41-50 WHITE PEELED-and-DEVEINED TAIL-OFF RAW IQF FROZEN BAG NO-PHOS-A",4
6911663,"PANGASIUS, STRIPED 5-7 OZ FILLET PBO SKINLESS RAW IQF FROZEN FARMED SWAI",2
4661918,"SHRIMP, 16-20 WHITE PEELED-and-DEVEINED TAIL-ON RAW IMPORTED IQF FROZEN BAG F",2
1552124,"POTATO, FRENCH-FRY SHOESTRING 1/4 COATED CLEAR EXTRA-LONG-FANCY FROZEN",6
6083968,"POTATO, TATER NUGGET TFF PARFRIED FROZEN PUFF",3
7979586,"POTATO, SWEET FRENCH-FRY WAFFLE CUT THIN COATED FROZEN",1
6450068,"HUSH PUPPY, JALAPENO PARFRIED FROZEN BAG APPETIZER",2
1633130,"BACON,SLAB #2 CURED",2
2240046,"BACON, PORK END and PIECE REAL DICED .25 SMOKED CURED COOKED REF GAS FLUSHED",0.5
1321470,"BROWNIE, PECAN NOT ICED SHEET 1/2 24 SLICED TRAY FROZEN",48
6758940,"ICE CREAM, VANILLA BEAN 15% BUTTERFAT FROZEN PAPER TUB ALL NATURAL",1
766949,"ICE CREAM, CHOCOLATE TUB",1
843771,"TOPPING, WHIPPED NON-DAIRY ULTRA PASTEURIZED AEROSOL REF",5
9487478,"CHEESECAKE, RASPBERRY DONUT 10 14 SLICED TRAY FROZEN CAKE",1
755207,"CAKE, LAYER 2 CARROT ICED 9 14 SLICED GRANDMAS BOX FROZEN",1
31765,"CAKE, CHOCOLATE GLAZED 5 OZ SS TRAY PACK FROZEN MOLTEN",27
5182720,"BAR MIX, GRENADINE PLASTIC SHELF STABLE COCKTAIL",2
5308139,"JUICE, CLAMATO DRINK 34% ORIGINAL PET PLASTIC BOTTLE SHELF STABLE",5
4550881,"DRINK, SODA TONIC WATER CANADA DRY PET PLASTIC BOTTLE",5
4781939,"DRINK, SODA CLUB CANADA DRY PET PLASTIC BOTTLE",4
8915027,"STRAW, GIANT 7.75 BLACK UNWRAPPED STANDARD PLASTIC",10
3002128,"SALT, KOSHER NOT IODIZED GRANULATED COARSE BOX SHELF STABLE",3
3056553,"SUGAR, RAW CANE CRYSTAL BAG TURBINADO",7
2006625,"JUICE, PINEAPPLE 100% CAN SHELF STABLE",9
7221484,"JUICE, GRAPEFRUIT RUBY RED 100% PLASTIC BOTTLE SHELF STABLE",44
2327856,"JUICE, ORANGE 100% VITAMIN C ADDED ASEPTIC CARTON SHELF STABLE",7
6310726,"JUICE, CRANBERRY DRINK 27% BAR PAC MIXER PLASTIC BOTTLE SHELF STABLE",2
6033922,"BAR MIX, SWEET and SOUR LEMON SHELF STABLE COCKTAIL",4
9057316,"BAR MIX, LIME FOIL BAG SHELF STABLE COCKTAIL",2
18267,"BAR MIX, MARGARITA CONCENTRATE 7:1 PLASTIC BOTTLE SHELF STABLE COCKTAIL",2
3161452,"BAR MIX, MANGO PUREE CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",23
6948384,"BAR MIX, PEACH CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",0
6948426,"BAR MIX, PINA COLADA CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",-
7071236,"BAR MIX, STRAWBERRY CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",10
7800469,"NAPKIN, BEVERAGE WHITE 9.5X9.5 1 PLY PAPER 1/4 FOLD",9
3333705,"OLIVE, MANZANILLA GREEN STUFFED PIMIENTO 300-320 COUNT SHELF STABLE GLASS J",2
1205582,"STRAWBERRY, CLAMSHELL FRESH REF",-
2186153,"PINEAPPLE, GOLDEN FRESH REF",-
9357214,"ORANGE, NAVEL OR VALENCIA CHOICE 88 COUNT FRESH REF BOX",0.5
5881594,"CHERRY, MARASCHINO W/ STEM LARGE PLASTIC",1
8387194,"WATER, MINERAL GLASS BOTTLE",9
7804644,"CONTAINER, FOAM 9X9 1 CMPT WHITE 3.25H HINGED LID DUAL TAB OPTIONAL VENTIN",0.5
6617609,"CONTAINER, FOAM 6X6 1 CMPT WHITE 3H HINGED LID",4
6861538,"CONTAINER, PLASTIC 9 HEXAGON 1 CMPT BLACK HINGED LID CARRY-OUT",1
6861488,"CONTAINER, PLASTIC 7 HEXAGON 1 CMPT BLACK 3 H HINGED LID CARRY-OUT",0
738898,"BAG, CARRY-OUT 8 LB PAPER WHITE GROCERY",750
1310994,"BAG, FRENCH-FRY 5.5X4.5 PAPER WHITE GREASE RESISTANT",700
8917627,"KIT, CUTLERY SALT-and-PEPPER K-F-S NAP HEAVYWEIGHT BLACK POLYSTYRENE PLASTIC",0.75
7008703,"BAG, T-SHIRT 11.5X6.5X21 POLYETHYLENE WHITE THANK YOU STOCK PRINT 12 MIC CA",1
3136199,"SUGAR SUB, PINK SWEET and LOW 1 GR SS PACKET SACCHARIN",1
4329314,"MUSTARD, YELLOW SS POUCH",1
8568531,"MAYONNAISE, SS POUCH SHELF STABLE",1
9329384,"KETCHUP, TOMATO FANCY 33% SS FOIL PACKET SHELF STABLE",1
2835205,"BAG, FLATWARE 2.75X10 PAPER WHITE SILVERWARE",1
4261905,"PEPPER, JALAPENO SLICED NACHO MILD IN VINEGAR CAN SHELF STABLE",6
4352191,"SAUCE, MARINARA TOMATO CAN SHELF STABLE DELUXE",4
6329205,"BEAN, GREEN BLUE LAKE CUT 3-5 SIEVE EXTRA STANDARD CANNED",3
9329269,"TOMATO, WHOLE IN JUICE PEELED CANNED",3
9261892,"TOMATILLO, CRUSHED GREEN CANNED IMPORTED MEXICO",-
7200736,"PICKLE, DILL CRINKLE-CUT CHIP 1/8 PLASTIC SHELF STABLE",1.5
2353829,"FLOUR, ALL-PURPOSE",0.5
6329924,"SALT, TABLE IODIZED BAG",1
760827,"SPICE, PEPPER BLACK GROUND PLASTIC JUG 30M",1
8383283,"SUGAR, WHITE CANE EXTRA FINE BAG",0.5
8047557,"MIX, GRAVY PEPPER ADD WATER",5
3749580,"MIX, GRAVY BROWN POUCH SHELF STABLE CLASSIC",9
6326698,"ONION, YELLOW WHOLE SUPER COLOSSAL 4 1/4+ FRESH REF BAG",1
4326690,"ONION, RED JUMBO FRESH REF BAG",1
4289443,"POTATO, YUKON GOLD A SIZE FRESH REF",1.25
2326700,"POTATO, RUSSET IDAHO 40 COUNT FRESH REF",2
9579777,"BASE, SOUP CHICKEN FLAVOR GRANULAR PAIL SHELF STABLE",0.5
2228849,"BREADER, FISH SEASONED BAG",1
7501752,"KETCHUP, TOMATO FANCY 33% RED PLASTIC BOTTLE SHELF STABLE",10
190009,"KETCHUP, TOMATO FANCY 33% BAG-IN-BOX SHELF STABLE",0.25
7637705,"SHORTENING, FRYING RICE BRAN LIQUID CLEAR NON GMO OIL",1.25
7329113,"MAYONNAISE, EXTRA-HEAVY PLASTIC JUG SHELF STABLE",5
4364063,"MUSTARD, YELLOW PLASTIC JAR SHELF STABLE",1
3636982,"SAUCE, WORCESTERSHIRE PLASTIC JUG SHELF STABLE",0.25
8013625,"SAUCE, HOT RED PLASTIC JUG SHELF STABLE ORIGINAL",2
698688,"OIL, BUTTER ALTERNATIVE SOYBEAN SALTED LIQUID PLASTIC BOTTLE",2
8003956,"SAUCE, TERIYAKI GLAZE PLASTIC JUG SHELF STABLE",1
78964,"SAUCE, BBQ PLASTIC JUG SHELF STABLE ORIGINAL",2
9837196,"SAUCE, CHILI SWEET PLASTIC JUG SHELF STABLE WING",0
1328335,"VINEGAR, DISTILLED WHITE DOMESTIC 50 GRAIN PLASTIC JUG",2
9002080,"SAUCE, STEAK A-1 GLASS BOTTLE SHELF STABLE",12
3018538,"SAUCE, HOT GLASS BOTTLE SHELF STABLE ORIGINAL",38
8218208,"SAUCE, HOT LOUISIANA GLASS BOTTLE SHELF STABLE",3
5610571,"CROUTON, SEASONED CUBE SS .5X.5X.5",0.25
1177922,"CRACKER, SALTINE SALTED SHELF STABLE",0.5
7945926,"CRACKER, SALAD WAFER IW",0.5
5601679,"CHIP, POTATO SS BAG SHELF STABLE REGULAR",1
9855909,"STRAW, JUMBO 7.75 TRANSLUCENT WRAPPED PAPER STANDARD POLYPROPYLENE BOX",10
4060067,"TOOTHPICK, WOOD MINT WRAPPED",2
3605755,"TRAY, PAPER FOOD .5 LB COATED KRAFT BROWN ECOCRAFT",3
7333263,"SEASONING, FAJITA SHELF STABLE SPICE",3
6501159,"SEASONING, LEMON PEPPER PLASTIC SHAKER SHELF STABLE SPICE",1
184937,"TEA BAG, ICED BLACK ORANGE PEKOE CAFFEINATED 4 GAL YIELD FILTER-POUCH SHELF",30
9206974,"TEA BAG, ICED BLACK SWEETENED CAFFEINATED 3 GAL YIELD FILTER PACK",2
1201093,"CUP, PET PLASTIC 20 OZ SPECIAL PRINT",1.5
1637321,"LID, CUP 12-24 OZ FLAT PET PLASTIC TRANSLUCENT",1.5
1851438,"CUP, SOUFFLE POLYSTYRENE 3.25 OZ TRANSLUCENT PORTION PLASTIC",1
2939411,"LID, CUP SOUFFLE 3.25-4 OZ FLAT PET PLASTIC CLEAR PLASTIC COVER",0.25
7005226,"CONTAINER, FOAM 4 OZ SQUAT WHITE",1
7002041,"LID, CUP 4-6 OZ VENTED PLASTIC WHITE",0.25
6883961,"CONTAINER, FOAM 6 OZ SQUAT WHITE",0.5
1051822,"LID, BOWL VENTED 6-8 OZ ROUND PLASTIC TRANSLUCENT",1
8609174,"TOWEL, PAPER 9X11 PERFORATED ROLL WHITE 2 PLY 85 SHEET",0
8869828,"NAPKIN, DISPENSER INTERFOLD BROWN 7.88X6.5 PAPER 1 PLY RECYCLED",1.5
4818803,"WRAP, 12X12 WAX PAPER NATURAL FLAT PACK GREASE RESISTANT",3
511550,"LINER, BASKET 12X12 PAPER RED CHECKERED GINGHAM",2
1328699,"SHORTENING, FRYING SOYBEAN LIQUID CLEAR PLASTIC JUG SHELF STABLE OIL",1
4594181,"PAPER, 18X1100' FREEZER PAPER WHITE WRAP",0.25
4834081,"FILM, 18X2000' PLASTIC ROLL SLIDE CUTTER BOX FOOD WRAP",1
5328257,"FOIL, ALUMINUM 18X500' HEAVY-DUTY ROLL CUTTER BOX WRAP",1
6328249,"FOIL, ALUMINUM 12X1000' STANDARD ROLL CUTTER BOX WRAP",1
3328259,"WRAP, FOIL 9X10.75 INTERFOLD POP UP SHEET ALUMINUM",1
6328777,"MIX, DRESSING ITALIAN 1 GAL YIELD PACKET",12
7248339,"MIX, DRESSING RANCH 1 GAL YIELD PACKET",-
9041252,"CRACKER MEAL, CRUSHED MEDIUM BAG KRISPY SALTINE CRUMB",-
3013885,"FILTER, FRYER GREASE CONE 10 PAPER NON-WOVEN ECONOLINE",0
1504521,"LABEL, 2X3 REMOVABLE 500 ROLL IN/OUT",0
2550762,"HAIRNET, NYLON 24 BROWN LIGHTWEIGHT",0
9551578,"PICK, WOOD 4 ASSORTED COLOR FRILL",5
2330652,"FORK, DINNER WINDSOR 18/0 S/S MEDIUMWEIGHT",1
1330695,"KNIFE, STEAK 4.75 S/S PLASTIC HANDLE BLACK",3
445098,"TAPE, THERMAL CASH REGISTER WHITE 3.13X200' PAPER 1 PLY ROLL",50
4085338,"GUEST CHECK, SHRINK PACK SINGLE PAPER 3.5X6.75 PINK",0
2948859,"GRILL BRICK, 4X3.5X8 GLASS DUST SOFT WRAPPED GRIDDLE",9
2950343,"SCRUBBER, S/S 50 GR HEAVY-DUTY 400 SERIES ECONOMY",1
9075643,"SANITIZER, SURFACE FOOD CONTACT LIQUID SPRAY BOTTLE CLEAR SLIGHT SCENT K85",1
7912678,"CLEANER, GLASS K42 LIQUID SPRAY BOTTLE BLUE FLORAL SCENT",1
5341169,"CLEANER, OVEN and GRILL K13 LIQUID BOTTLE DARK ORANGE ODORLESS DEGREASER",1
7153448,"CLEANER, ALL-PURPOSE LIQUID SPRAY BOTTLE CLEAR W/ BLEACH",4
7945058,"DEGREASER, ALL-PURPOSE VP3 LIQUID JUG BLUE CLEANER",6
7886112,"GLOVE, POLY XL CLEAR STRETCH AMBIDEXTROUS",0
8362022,"DETERGENT, DISHWASHER D21 LIQUID PAIL RED ODORLESS LOW TEMP",1
8366320,"RINSE ADDITIVE, DISHWASHER D22 LIQUID PAIL GREEN HIGH SOLID",1
6365084,"SANITIZER, DISHWASHER D23 LIQUID PAIL CLEAR YELLOW LOW TEMP",0
9625922,"TOWEL, PAPER 7.88X15 CENTERPULL PERFORATED WHITE 1 PLY 320 SHEET",0
95745,"TISSUE, TOILET JUMBO ROLL 3.3X1000' N-PERF 2 PLY WHITE",8
8648164,"TOWEL, PAPER 9.5X9 MULTIFOLD BROWN 1 PLY",0
5751965,"DEODORIZER, URINAL SCREEN WAVE 3D SOLID BOX BLUE COTTON BLOSSOM SCENT",0
2950699,"MOP HEAD, CUT END #24 COTTON 4 PLY NARROW BAND NATURAL",2
7826506,"LINER, 33 GAL 33X38 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",3
7826290,"LINER, 60 GAL 38X58 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",3
4647806,"DETERGENT, DISH MANUAL LIQUID BOTTLE BLUE",5
2959917,"CLEANER, FLOOR ALL SURFACE F22 LIQUID PACKET BROWNISH RED PLEASANT SCENT",0
1010412,"PEPPER, BELL GRN DCD 1/4""",
2332104,"CELERY, DCD 1/4"" FRESH REF",
6326706,"POTATO, RUSET ID. 70 CT 10-13",
8602054,"CUP, PET PLST 9 Z SQT CLD CLR",
8648198,"TISSUE, TLT JMB RL 3.5"" WHITE",
